Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JPT,Nuveen Preferred and Income 2022 Term Fund,24.2927,$165.96M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jpt
JPI,Nuveen Preferred and Income Term Fund,23.75,$540.49M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jpi
NAD,Nuveen Quality Municipal Income Fund,14.07,$2.84B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad
JRI,Nuveen Real Asset Income and Growth Fund,16.92,$464.78M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jri
JRS,Nuveen Real Estate Fund,10.58,$305.68M,2001,n/a,n/a,https://www.nasdaq.com/symbol/jrs
BXMX,Nuveen S&P 500 Buy-Write Income Fund,13.34,$1.38B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxmx
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,15.95,$264.73M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spxx
NIM,Nuveen Select Maturities Municipal Fund,10.5019,$130.7M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nim
NXP,Nuveen Select Tax Free Income Portfolio,15.34,$254.19M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxp
NXQ,Nuveen Select Tax Free Income Portfolio II,14.35,$254.19M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxq
NXR,Nuveen Select Tax Free Income Portfolio III,15.57,$203.12M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxr
NSL,Nuveen Senior Income Fund,5.88,$227.04M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nsl
JSD,Nuveen Short Duration Credit Opportunities Fund,15.57,$157.19M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jsd
NBB,Nuveen Taxable Municipal Income Fund,21.23,$580.77M,2010,n/a,n/a,https://www.nasdaq.com/symbol/nbb
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.53,$239.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jtd
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,11.57,$160.25M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jta
NTX,Nuveen Texas Quality Municipal Income Fund,13.69,$136.33M,1991,n/a,n/a,https://www.nasdaq.com/symbol/ntx
NPV,Nuveen Virginia Quality Municipal Income Fund,13.0136,$232.66M,1993,n/a,n/a,https://www.nasdaq.com/symbol/npv
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.3698,$175.11M,2013,n/a,n/a,https://www.nasdaq.com/symbol/niq
JMT,Nuven Mortgage Opportunity Term Fund 2,22.53,$109.86M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmt
NVT,nVent Electric plc,25.45,$4.45B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nvt
NVR,"NVR, Inc.",3396.46,$12.2B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nvr
OAK,"Oaktree Capital Group, LLC",50.25,$8.16B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/oak
OAK^A,"Oaktree Capital Group, LLC",26.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oak^a
OAK^B,"Oaktree Capital Group, LLC",26.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oak^b
OSLE,Oaktree Specialty Lending Corporation,25.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/osle
OMP,Oasis Midstream Partners LP,21.63,$730.99M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/omp
OAS,Oasis Petroleum Inc.,5.07,$1.63B,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oas
OBE,Obsidian Energy Ltd.,1.09,$79.57M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/obe
OXY,Occidental Petroleum Corporation,49.17,$36.79B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oxy
OII,"Oceaneering International, Inc.",19.76,$1.95B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/oii
OZM,Och-Ziff Capital Management Group LLC,23.92,$1.19B,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/ozm
OCN,Ocwen Financial Corporation,2.06,$276.94M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ocn
OFG,OFG Bancorp,23.58,$1.21B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,25.63,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg^a
OFG^B,OFG Bancorp,25.7384,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofg^b
OFG^D,OFG Bancorp,25.6801,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofg^d
OGE,OGE Energy Corp,43.61,$8.73B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/oge
OIBR.C,Oi S.A.,n/a,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/oibr.c
OIS,"Oil States International, Inc.",16.44,$993.65M,2001,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/ois
ODC,Oil-Dri Corporation Of America,35.51,$269.96M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/odc
ORI,Old Republic International Corporation,23.15,$7.01B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ori
OLN,Olin Corporation,21.38,$3.52B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oln
OHI,"Omega Healthcare Investors, Inc.",37.94,$8.14B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi
OMC,Omnicom Group Inc.,84.77,$18.66B,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/omc
OMN,OMNOVA Solutions Inc.,9.91,$444.41M,n/a,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/omn
ONDK,"On Deck Capital, Inc.",4.03,$305.95M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ondk
OGS,"ONE Gas, Inc.",91.97,$4.85B,2014,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ogs
OLP,"One Liberty Properties, Inc.",29.2,$574.81M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/olp
OMF,"OneMain Holdings, Inc.",34.72,$4.73B,2013,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/omf
OKE,"ONEOK, Inc.",70.2,$28.98B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke
ONE,OneSmart International Education Group Limited,8.02,$1.3B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/one
OOMA,"Ooma, Inc.",10.61,$219.63M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/ooma
OPY,"Oppenheimer Holdings, Inc.",27.74,$361.26M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/opy
ORCL,Oracle Corporation,58.86,$196.35B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl
ORAN,Orange,15.59,$41.35B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/oran
ORC,"Orchid Island Capital, Inc.",6.35,$339.78M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/orc
OEC,Orion Engineered Carbons S.A,20.63,$1.23B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oec
ORN,"Orion Group Holdings, Inc.",3.19,$92.74M,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/orn
IX,Orix Corp Ads,75.87,$19.42B,n/a,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/ix
ORA,"Ormat Technologies, Inc.",62.73,$3.18B,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ora
OSK,Oshkosh Corporation,83.43,$5.83B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/osk
OR,Osisko Gold Royalties Ltd,10.41,$1.62B,2016,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/or
OUT,OUTFRONT Media Inc.,26.49,$3.75B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/out
OSG,"Overseas Shipholding Group, Inc.",1.9,$162.06M,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/osg
OMI,"Owens & Minor, Inc.",3.09,$194.47M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/omi
OC,Owens Corning Inc,57.87,$6.28B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/oc
OI,"Owens-Illinois, Inc.",17.54,$2.72B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/oi
OXM,"Oxford Industries, Inc.",72.8,$1.24B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/oxm
ROYT,Pacific Coast Oil Trust,2.18,$84.11M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/royt
PACD,Pacific Drilling S.A.,11.6,$870.27M,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pacd
PCG,Pacific Gas & Electric Co.,22.37,$11.84B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/pcg
PKG,Packaging Corporation of America,99.98,$9.45B,2000,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/pkg
PD,"PagerDuty, Inc.",47.03,$3.58B,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pd
PAGS,PagSeguro Digital Ltd.,40.36,$13.23B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/pags
PANW,"Palo Alto Networks, Inc.",208.95,$20.05B,2012,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/panw
PAM,Pampa Energia S.A.,34.11,$2.56B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pam
PHX,Panhandle Royalty Company,12.58,$208.43M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/phx
PARR,"Par Pacific Holdings, Inc.",21.48,$1.06B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/parr
PAR,PAR Technology Corporation,26.55,$431.51M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/par
PGRE,"Paramount Group, Inc.",14.17,$3.32B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pgre
PKE,Park Electrochemical Corporation,16.56,$339.35M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/pke
PK,Park Hotels & Resorts Inc.,27.89,$5.62B,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/pk
PKD,Parker Drilling Company,19.3,$290.36M,2019,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pkd
PH,Parker-Hannifin Corporation,168.61,$21.63B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ph
PE,"Parsley Energy, Inc.",18.25,$5.78B,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pe
PSN,Parsons Corporation,36.44,$3.62B,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/psn
PRE^F,PartnerRe Ltd.,25.8509,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^f
PRE^G,PartnerRe Ltd.,26.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^g
PRE^H,PartnerRe Ltd.,26.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^h
PRE^I,PartnerRe Ltd.,25.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pre^i
PRTY,Party City Holdco Inc.,6.98,$654.65M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prty
PAYC,"Paycom Software, Inc.",235.74,$13.79B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/payc
PBF,PBF Energy Inc.,29.06,$3.48B,2012,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,20.81,$1.29B,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pbfx
BTU,Peabody Energy Corporation,22.98,$2.46B,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/btu
PSO,"Pearson, Plc",10.58,$8.27B,n/a,Consumer Services,Books,https://www.nasdaq.com/symbol/pso
PEB,Pebblebrook Hotel Trust,28.45,$3.72B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/peb
PEB^C,Pebblebrook Hotel Trust,25.3007,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^c
PEB^D,Pebblebrook Hotel Trust,26.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^d
PEB^E,Pebblebrook Hotel Trust,25.0232,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^e
PEB^F,Pebblebrook Hotel Trust,25.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peb^f
PBA,Pembina Pipeline Corp.,37.58,$19.2B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pba
PEI,Pennsylvania Real Estate Investment Trust,6.37,$492.93M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pei
PEI^B,Pennsylvania Real Estate Investment Trust,22.1253,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pei^b
PEI^C,Pennsylvania Real Estate Investment Trust,21.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pei^c
PEI^D,Pennsylvania Real Estate Investment Trust,21.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pei^d
PFSI,"PennyMac Financial Services, Inc.",22.99,$1.8B,2013,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pfsi
PMT,PennyMac Mortgage Investment Trust,21.85,$1.67B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pmt
PMT^A,PennyMac Mortgage Investment Trust,25.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmt^a
PMT^B,PennyMac Mortgage Investment Trust,25.7543,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmt^b
PAG,"Penske Automotive Group, Inc.",48.19,$4.03B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/pag
